Username	UserID	Tweet	Reply_to	Location	Date	Year	Month	Tweet_Translated
AM980News	24057048	Ontario is reporting 81 new coronavirus cases and no additional deaths. 		London, Ontario	Sun Aug 16 14:44:48 +0000 2020	2020	8	Ontario is reporting 81 new coronavirus cases and no additional deaths.
tonybalogna	36631460	@LegendaryEnergy I was talking with someone about this yesterday. We have known for some time now that many Wuhan c… 	226194552.0	Dixie	Sun Aug 16 14:44:48 +0000 2020	2020	8	@LegendaryEnergy I was talking with someone about this yesterday. We have known for some time now that many Wuhan c…
DJBLHolla	296260837	RT @ASlavitt: Coronavirus Cases Drop 46% In Parts Of S. Carolina With Mask Mandates Compared To Areas Without 		Tampa, FL	Sun Aug 16 14:44:48 +0000 2020	2020	8	RT @ASlavitt: Coronavirus Cases Drop 46% In Parts Of S. Carolina With Mask Mandates Compared To Areas Without
GCKelso	1247122842547900416	@davethewhig @pkaston @IanMurrayMP Goodness, what a bitter wee man you are. Funny, but I support independence, as d… 	7.821801291035484e+17	Scotland	Sun Aug 16 14:44:48 +0000 2020	2020	8	@davethewhig @pkaston @IanMurrayMP Goodness, what a bitter wee man you are. Funny, but I support independence, as d…
ZeeNewsEnglish	18071358	"Delhi reports 652 new COVID-19 cases, 8 deaths in last 24 hours

#Delhi #coronavirus #COVID19 

"		India	Sun Aug 16 14:44:47 +0000 2020	2020	8	"Delhi reports 652 new COVID-19 cases, 8 deaths in last 24 hours

#Delhi #coronavirus #COVID19"
tonyparkin	7563542	British government facing mounting criticism in exam row - Reuters &lt; once it's on Reuters,… 		London, UK	Sun Aug 16 14:44:47 +0000 2020	2020	8	British government facing mounting criticism in exam row - Reuters &lt; once it's on Reuters,… 
hjtherealj	29104068	On the eve of the Democratic National Convention (DNC), there is a growing movement calling for LeBron James to be… 		America	Sun Aug 16 14:44:47 +0000 2020	2020	8	On the eve of the Democratic National Convention (DNC), there is a growing movement calling for LeBron James to be…
jonmontpetit	114530313	"Important qualification to one of the central studies informing PHAC’s back-to-school guidelines 

Older Children a… "		Montreal	Sun Aug 16 14:44:47 +0000 2020	2020	8	"Important qualification to one of the central studies informing PHAC’s back-to-school guidelines 

Older Children a…"
biobaby19	355851082	"RT @ScienceNotDogma: @PhilipCockram1 @JustinTrudeau Survival rates vary by age and country. To say it's 99.9% is VERY misleading:
"			Sun Aug 16 14:44:47 +0000 2020	2020	8	RT @ScienceNotDogma: @PhilipCockram1 @JustinTrudeau Survival rates vary by age and country. To say it's 99.9% is VERY misleading:
SwaggerscanU	846067997542375425	Teachers &amp; mentors: You may not get the respect you deserve here on planet earth, but to the universe, you mean the… 		Campus	Sun Aug 16 14:44:46 +0000 2020	2020	8	Teachers &amp; mentors: You may not get the respect you deserve here on planet earth, but to the universe, you mean the… 
TruthBlooms1	369844120	Coronavirus spread in Georgia is 'widespread and expanding,' says report 		Truth is OmniPresent	Sun Aug 16 14:44:46 +0000 2020	2020	8	Coronavirus spread in Georgia is 'widespread and expanding,' says report
H8NwontHelp	1711865989	@BettyBowers @UROCKlive1 That stain was from Ivanka's soup collection expired #Goya Rat Sperm Pubic Hair and unfort… 	46775436.0	Florida, USA	Sun Aug 16 14:44:46 +0000 2020	2020	8	@BettyBowers @UROCKlive1 That stain was from Ivanka's soup collection expired #Goya Rat Sperm Pubic Hair and unfort…
sambwrite	33214633	RT @leilamillersays: My latest on the retaliation many workers fear they’ll face if they speak out about coronavirus safety concerns 			Sun Aug 16 14:44:46 +0000 2020	2020	8	RT @leilamillersays: My latest on the retaliation many workers fear they’ll face if they speak out about coronavirus safety concerns
jicoro6070	3182213449	"RT @Independent: Keir Starmer calls on 'invisible' Boris Johnson to take responsibility for A-level chaos 
"		México	Sun Aug 16 14:44:45 +0000 2020	2020	8	RT @Independent: Keir Starmer calls on 'invisible' Boris Johnson to take responsibility for A-level chaos
RobertScott08	863207872070651904	RT @leilamillersays: My latest on the retaliation many workers fear they’ll face if they speak out about coronavirus safety concerns 		Rossford, OH	Sun Aug 16 14:44:45 +0000 2020	2020	8	RT @leilamillersays: My latest on the retaliation many workers fear they’ll face if they speak out about coronavirus safety concerns
batlaw55	785151535755821056	The U.S. is far behind other rich countries in coronavirus response 			Sun Aug 16 14:44:45 +0000 2020	2020	8	The U.S. is far behind other rich countries in coronavirus response
iamsujatha_R	893698865953521664	@ramsayz For all the people who say why CT Scan to treat Carona.	147975612.0	Hyderabad, India	Sun Aug 16 14:44:44 +0000 2020	2020	8	@ramsayz For all the people who say why CT Scan to treat Corona.
GBDaly	20021497	RT @JulietHuddyTV: Fairly clear ⁦@NYCMayor is a liar and is the man responsible for wrecking this city.  ⁩ via @NYTimes 		New York City	Sun Aug 16 14:44:43 +0000 2020	2020	8	RT @JulietHuddyTV: Fairly clear ⁦@NYCMayor is a liar and is the man responsible for wrecking this city.  ⁩ via @NYTimes
XuAFPISdMk1bqL8	1135035726133903361	RT @WarRoomPandemic: #CCPVirus scientist Dr. Li-Meng Yan reveals how she fled home to tell the truth via @MailOnlin…		纽约	Sun Aug 16 14:44:43 +0000 2020	2020	8	RT @WarRoomPandemic: #CCPVirus scientist Dr. Li-Meng Yan reveals how she fled home to tell the truth via @MailOnlin…
urbiantai808	3560679444	Coronavirus scientist reveals how she fled home to tell the truth via @MailOnline			Sun Aug 16 14:44:43 +0000 2020	2020	8	Coronavirus scientist reveals how she fled home to tell the truth via @MailOnline
JoellynR	107170461	RT @ASlavitt: Coronavirus Cases Drop 46% In Parts Of S. Carolina With Mask Mandates Compared To Areas Without 		Philadelphia	Sun Aug 16 14:44:43 +0000 2020	2020	8	RT @ASlavitt: Coronavirus Cases Drop 46% In Parts Of S. Carolina With Mask Mandates Compared To Areas Without
KellerZoe	1142469860	@neal_preshner @Brexit011 @Johnmccorry55Mc @christopherhope @Telegraph Senior U.K. official recounted how in some m… 	8.59548760850006e+17		Sun Aug 16 14:44:42 +0000 2020	2020	8	@neal_preshner @Brexit011 @Johnmccorry55Mc @christopherhope @Telegraph Senior U.K. official recounted how in some m…
ComicBookNOW	2896294831	'LUCIFER' Season 5 Finale Production Halted by Coronavirus 		Barb deserved better	Sun Aug 16 14:44:41 +0000 2020	2020	8	'LUCIFER' Season 5 Finale Production Halted by Coronavirus
curmudgeonCT	957599422287896576	Connecticut parents file appeal in court seeking to overturn school mask requirement 		Stamford, CT	Sun Aug 16 14:44:41 +0000 2020	2020	8	Connecticut parents file appeal in court seeking to overturn school mask requirement
Tensho_Kai_AD	3013856293	RT @thehill: NEW POLL: One in three Americans say they won't get coronavirus vaccine 		Beach Park, IL	Sun Aug 16 14:44:40 +0000 2020	2020	8	RT @thehill: NEW POLL: One in three Americans say they won't get coronavirus vaccine
astrojenny	36886619	"RT @Independent: Keir Starmer calls on 'invisible' Boris Johnson to take responsibility for A-level chaos 
"		Yorkshire	Sun Aug 16 14:44:59 +0000 2020	2020	8	RT @Independent: Keir Starmer calls on 'invisible' Boris Johnson to take responsibility for A-level chaos
mackyphillips	1109861648	@fouldsy147 how is it decided who gets to watch the final in the theatre? Assuming it’s people that had tickets but… 	89316071.0		Sun Aug 16 14:44:59 +0000 2020	2020	8	@fouldsy147 how is it decided who gets to watch the final in the theatre? Assuming it’s people that had tickets but…
lavozdegalicia	38640768	🔴Última hora #Coronavirus #Ourense Detectado un nuevo brote de coronavirus con seis casos en Laza 		Galicia | España	Sun Aug 16 14:44:59 +0000 2020	2020	8	🔴Last hour #Coronavirus #Ourense A new coronavirus outbreak with six cases has been detected in Laza
PabloAr79006828	1175581870001725440	RT @luisestrada_: El presidente @lopezobrador_ ha mencionado 2️⃣6️⃣ veces que ya vamos de salida de la pandemia de #COVID__19 		Chilangolandia	Sun Aug 16 14:44:59 +0000 2020	2020	8	RT @luisestrada_: President @lopezobrador_ has mentioned 2️⃣6️⃣ times that we are already on the way out of the # COVID__19 pandemic
shrinefine	707777819099537408	@hikrut I’m not quite ready for that stuff yet. When my dad gets to shut down the second covid unit he’s running bc… 	26429232.0	don’t be nosy	Sun Aug 16 14:44:59 +0000 2020	2020	8	@hikrut I’m not quite ready for that stuff yet. When my dad gets to shut down the second covid unit he’s running bc…
HealthySkeptik	1181269652871270400	RT @drdavidsamadi: This is happening quite a bit. 			Sun Aug 16 14:44:59 +0000 2020	2020	8	RT @drdavidsamadi: This is happening quite a bit.
pash22	28824136	Covid-19: Pre-purchasing vaccine—sensible or selfish? via @ingridtorjesen		United Kingdom	Sun Aug 16 14:44:59 +0000 2020	2020	8	Covid-19: Pre-purchasing vaccine—sensible or selfish? via @ingridtorjesen
somtampuuu	258724980	"RT @koichi_kawakami: 2010年の資料ですが。インフルエンザの致死率は、全年齢で0.001%未満。70歳以上で0.03%です。

これに対してCOVID-19の致死率は全年齢で2%。70代、7.9%。80代、15%。90代、18.1%です。
("		Okinawa , Thailand	Sun Aug 16 14:44:59 +0000 2020	2020	8	"RT @koichi_kawakami: This is a 2010 document. Case fatality rate of influenza is less than 0.001% at all ages. 0.03% for people over 70 years old.

In contrast, the case fatality rate of COVID-19 is 2% for all ages. 70s, 7.9%. 80s, 15%. 90s, 18.1%.
("
1Jodi4444	953442187450179584	#COVID19 #coronavirus #SundayMorning 		Florida, USA	Sun Aug 16 14:44:58 +0000 2020	2020	8	#COVID19 #coronavirus #SundayMorning
ralvine	22174626	RT @connpost: Campbell: After Eversource fiasco, give power to the people 		Branford, CT	Sun Aug 16 14:44:58 +0000 2020	2020	8	RT @connpost: Campbell: After Eversource fiasco, give power to the people
gam2542	2420369744	Human Rights NGOs accuse South Korea of oppressing Minor Religion for COVID-19 출처 @TheChronicleNe1 #종교			Sun Aug 16 14:44:58 +0000 2020	2020	8	Human Rights NGOs accuse South Korea of oppressing Minor Religion for COVID-19 출처 @TheChronicleNe1 #종교
Mundovzla360	886241799194517504	RT @RunRunesWeb: 10 Problemas con la información oficial sobre el coronavirus en Venezuela, por @gchenriquez1 			Sun Aug 16 14:44:58 +0000 2020	2020	8	RT @RunRunesWeb: 10 Problems with official information about the coronavirus in Venezuela, by @ gchenriquez1
sabyaactor	301380496	"Give me a Day! U will be back safely. Check your INBOX. I have sent u all the details. 
Send me your Adhar Card Num… "		Bhubaneswar	Sun Aug 16 14:44:57 +0000 2020	2020	8	"Give me a Day! U will be back safely. Check your INBOX. I have sent u all the details. 
Send me your Adhar Card Num…"
_scottym_	581134083	@MsFrauG @teilalar @LexioftheDSC @CorbynistaTeen I’m sure we’d all like to wake up and Covid-19 was all a bad dream… 	9.464305771835269e+17		Sun Aug 16 14:44:57 +0000 2020	2020	8	@MsFrauG @teilalar @LexioftheDSC @CorbynistaTeen I’m sure we’d all like to wake up and Covid-19 was all a bad dream…
wotan999	133428481	RT @j082298: US military 'brought' coronavirus to China? Top official refers to Military Games in Wuhan in 2019 		England, United Kingdom	Sun Aug 16 14:44:57 +0000 2020	2020	8	RT @j082298: US military 'brought' coronavirus to China? Top official refers to Military Games in Wuhan in 2019
SJH_EM	3699390317	"Sporting our #StJohnStrong jackets💪
Our hospital was hit with covid a couple months ago and the teamwork, compassio… "		Detroit, MI	Sun Aug 16 14:44:57 +0000 2020	2020	8	"Sporting our #StJohnStrong jackets💪
Our hospital was hit with covid a couple months ago and the teamwork, compassio…"
LEGALMartiMtnez	990134032724824065	RT @liusivaya: Gobierno de España: venciendo el coronavirus... 		España	Sun Aug 16 14:44:57 +0000 2020	2020	8	RT @liusivaya: Government of Spain: defeating the coronavirus ...
CHEXNewswatch	133008561	Ontario is reporting 81 new coronavirus cases and no additional deaths. 		Peterborough, Ontario, Canada	Sun Aug 16 14:44:56 +0000 2020	2020	8	Ontario is reporting 81 new coronavirus cases and no additional deaths.
ShanMahesh46	863626054505607168	"RT @wef: Protecting our history to build a prosperous future.

🔎 Learn more about COVID-19's impact on museums: htt…"		Hyderabad, India	Sun Aug 16 14:44:56 +0000 2020	2020	8	"RT @wef: Protecting our history to build a prosperous future.

🔎 Learn more about COVID-19's impact on museums: htt…"
jackiedwrites	718599769459986432	If covid ever ends, I am going to every single show possible. Idc if it’s a band I only know two songs by. I will b… 			Sun Aug 16 14:44:56 +0000 2020	2020	8	If covid ever ends, I am going to every single show possible. Idc if it’s a band I only know two songs by. I will b…
eflorian10	4395821867	"RT @DCampbell8899: INFO all #Teachers should know:

If you have COVID-19, this is the first symptom you will get "		Toronto/Montreal	Sun Aug 16 14:44:56 +0000 2020	2020	8	"RT @DCampbell8899: INFO all #Teachers should know:

If you have COVID-19, this is the first symptom you will get"
8happy_N_smile8	1233004756630564864	"RT @koichi_kawakami: 2010年の資料ですが。インフルエンザの致死率は、全年齢で0.001%未満。70歳以上で0.03%です。

これに対してCOVID-19の致死率は全年齢で2%。70代、7.9%。80代、15%。90代、18.1%です。
("		JAPAN🇯🇵	Sun Aug 16 14:44:56 +0000 2020	2020	8	"RT @koichi_kawakami: This is a 2010 document. Case fatality rate of influenza is less than 0.001% at all ages. 0.03% for people over 70 years old.

In contrast, the case fatality rate of COVID-19 is 2% for all ages. 70s, 7.9%. 80s, 15%. 90s, 18.1%.
("
Julia37497576	1226063268395003904	RT @liusivaya: Gobierno de España: venciendo el coronavirus... 			Sun Aug 16 14:44:56 +0000 2020	2020	8	RT @liusivaya: Government of Spain: defeating the coronavirus ...
TDotGinger	2280656054	"RT @CP24: #BREAKING: Ontario reports 81 new cases of COVID-19
"		Toronto, Ontario	Sun Aug 16 14:44:55 +0000 2020	2020	8	RT @CP24: #BREAKING: Ontario reports 81 new cases of COVID-19
Cecalli_Helper	1460288238	RT @RockyFlatsFilm: 5 WIPP workers test positive for COVID-19 as pandemic grows in southeast New Mexico via @CCurre…		Censored	Sun Aug 16 14:44:55 +0000 2020	2020	8	RT @RockyFlatsFilm: 5 WIPP workers test positive for COVID-19 as pandemic grows in southeast New Mexico via @CCurre…
bclang	78260191	@NYGovCuomo Appreciate your leadership, but testing in NYC is abysmal. Our 29 y.o. daughter, epi at DoH, Covid+ in… 	232268199.0		Sun Aug 16 14:44:55 +0000 2020	2020	8	@NYGovCuomo Appreciate your leadership, but testing in NYC is abysmal. Our 29 y.o. daughter, epi at DoH, Covid+ in…
KeithBrooker5	1209432645127589888	RT @HuffPost: Confronted with aggressive landlords and layoffs, tenants are trying to avoid eviction, debt and homelessness. 		Maryville, TN	Sun Aug 16 14:44:55 +0000 2020	2020	8	RT @HuffPost: Confronted with aggressive landlords and layoffs, tenants are trying to avoid eviction, debt and homelessness.
WSAV	16123423	Pregnancy during the pandemic: Here’s one way coronavirus could affect fetal development via @WSAV		Savannah, GA / Hilton Head, SC	Sun Aug 16 14:44:54 +0000 2020	2020	8	Pregnancy during the pandemic: Here’s one way coronavirus could affect fetal development via @WSAV
KittTruth	1275720179901706246	President Trump has NOT closed down one single Post Office!  Stop spreading misinformed lies!  The USPS has been in… 			Sun Aug 16 14:44:54 +0000 2020	2020	8	President Trump has NOT closed down one single Post Office!  Stop spreading misinformed lies!  The USPS has been in…
TheSpec	18206318	More than four out of five Ontario residents support making it mandatory to wear masks indoors to curb the spread o… 		44 Frid St., Hamilton, Ontario, Canada	Sun Aug 16 14:44:54 +0000 2020	2020	8	More than four out of five Ontario residents support making it mandatory to wear masks indoors to curb the spread o…
MariaJosRodrg18	1285507804552474624	RT @liusivaya: Gobierno de España: venciendo el coronavirus... 			Sun Aug 16 14:44:54 +0000 2020	2020	8	RT @liusivaya: Government of Spain: defeating the coronavirus ...
radhikagupta142	877090455942340610	RT @CrypticMiind: But didn't WHO say that pet dogs are immune from Coronavirus? 		Delhi, India 	Sun Aug 16 17:44:59 +0000 2020	2020	8	RT @CrypticMiind: But didn't WHO say that pet dogs are immune from Coronavirus?
AndroidXVll	4523330663	This means if you've had a cold in the past due to coronavirus the antibody test for C19 may be positive and you ma… 			Sun Aug 16 17:44:57 +0000 2020	2020	8	This means if you've had a cold in the past due to coronavirus the antibody test for C19 may be positive and you ma…
FanmVayan	1238227746456813575	Over the past several weeks, the coronavirus has killed Americans at six times the average rate in other rich count… 		#IAmNewYork	Sun Aug 16 17:44:55 +0000 2020	2020	8	Over the past several weeks, the coronavirus has killed Americans at six times the average rate in other rich count…
acjj1323	2691010085	Montgomery County | Montgomery County reports 44 new cases or Coronavirus and no new deaths 		Pennsylvania, USA	Sun Aug 16 17:44:53 +0000 2020	2020	8	Montgomery County | Montgomery County reports 44 new cases or Coronavirus and no new deaths
MollyMcCartney	15977440	RT @GlennKesslerWP: Teacher creates national database of COVID-19-related school closings, cases and deaths via @My…			Sun Aug 16 17:44:53 +0000 2020	2020	8	RT @GlennKesslerWP: Teacher creates national database of COVID-19-related school closings, cases and deaths via @My…
realBethNeale	3677594795	RT @jsolomonReports: Report: Nearly 40% of all COVID test results take so long that they’re ‘close to useless’ | Just The News 		Central NY State	Sun Aug 16 17:44:53 +0000 2020	2020	8	RT @jsolomonReports: Report: Nearly 40% of all COVID test results take so long that they’re ‘close to useless’ | Just The News
jimmytheplant	1372959715	Government accused of 'passing the buck' with alleged plan to scrap Public Health England 			Sun Aug 16 17:44:52 +0000 2020	2020	8	Government accused of 'passing the buck' with alleged plan to scrap Public Health England
CyrusNowrasteh	4283372113	Box Office Slowly Sputters Back to Life After Coronavirus Closures - Variety 			Sun Aug 16 17:44:52 +0000 2020	2020	8	Box Office Slowly Sputters Back to Life After Coronavirus Closures - Variety
LawrenceWin1	1134698470760017920	Li-Meng Yan: Doctor who fled China to reveal coronavirus truths. ⁦@ScottMorrisonMP⁩  ⁦@healthgovau⁩ ⁦@TGAgovau⁩ ⁦… 		Miami Beach, FL	Sun Aug 16 17:44:51 +0000 2020	2020	8	Li-Meng Yan: Doctor who fled China to reveal coronavirus truths. ⁦@ScottMorrisonMP⁩  ⁦@healthgovau⁩ ⁦@TGAgovau⁩ ⁦…
AMVETSHQ	776440918467411968	"RT @AMVETSHQ: After reading about these recent @CDCgov findings, #BuddyChecks should be conducted ASAP. #BeThere
➡️ "		Nationwide 🇺🇸	Sun Aug 16 17:44:51 +0000 2020	2020	8	"RT @AMVETSHQ: After reading about these recent @CDCgov findings, #BuddyChecks should be conducted ASAP. #BeThere
➡️"
IsIllinois	998260558104276992	"RT @ShaunfromEP: Illinois casinos rake in $82.6 million in first month since coronavirus shutdown

Now add up all of…"		Illinois 	Sun Aug 16 17:44:51 +0000 2020	2020	8	"RT @ShaunfromEP: Illinois casinos rake in $82.6 million in first month since coronavirus shutdown

Now add up all of…"
marie5483	115505588	@trish_regan He's the deal on the Trump administration! Over 5 million cases of coronavirus, 170,000 dead Americans… 	138182116.0	Milford, CT	Sun Aug 16 17:44:51 +0000 2020	2020	8	@trish_regan He's the deal on the Trump administration! Over 5 million cases of coronavirus, 170,000 dead Americans…
JanneMiglian	1455043326	RT @ASlavitt: Coronavirus Cases Drop 46% In Parts Of S. Carolina With Mask Mandates Compared To Areas Without 		Lives in Tiburon, CA	Sun Aug 16 17:44:50 +0000 2020	2020	8	RT @ASlavitt: Coronavirus Cases Drop 46% In Parts Of S. Carolina With Mask Mandates Compared To Areas Without
SportsDude61	802996886831595520	Saliva-based coronavirus test funded by NBA, NBPA gets emergency authorization from FDA 			Sun Aug 16 17:44:50 +0000 2020	2020	8	Saliva-based coronavirus test funded by NBA, NBPA gets emergency authorization from FDA
BiancavanWyk16	1127449471929999361	"RT @alanwinde: Response on announcements by President @CyrilRamaphosa 👉

We welcome the announcements by President C…"		Pretoria, South Africa	Sun Aug 16 17:44:50 +0000 2020	2020	8	"RT @alanwinde: Response on announcements by President @CyrilRamaphosa 👉

We welcome the announcements by President C…"
Saintsfan5348	2193135944	RT @aJSDecepida: 6 public-health experts offer a coronavirus agenda for Biden and Harris' first day in office, should they win 		Your Conscience	Sun Aug 16 17:44:49 +0000 2020	2020	8	RT @aJSDecepida: 6 public-health experts offer a coronavirus agenda for Biden and Harris' first day in office, should they win
DrManha84708484	1293981094585434113	@KostasL16 @linnyprivate Greece let all the coronavirus cruise ships disembark in Greece. Tom Hanks came to Greece.… 	1.1686697650507325e+18		Sun Aug 16 17:44:49 +0000 2020	2020	8	@KostasL16 @linnyprivate Greece let all the coronavirus cruise ships disembark in Greece. Tom Hanks came to Greece.…
JoWilso99859694	906108505513484289	RT @candies2639: 'No way to spin that,' Mitt Romney says of U.S. coronavirus deaths, blaming Trump administration v…		SW FL	Sun Aug 16 17:44:48 +0000 2020	2020	8	RT @candies2639: 'No way to spin that,' Mitt Romney says of U.S. coronavirus deaths, blaming Trump administration v…
RobertE16834826	1276562390147051521	"RT @CNBC: Dr. Fauci on the U.S. coronavirus outbreak: ""I'm not pleased with how things are going."" "		United States	Sun Aug 16 17:44:47 +0000 2020	2020	8	"RT @CNBC: Dr. Fauci on the U.S. coronavirus outbreak: ""I'm not pleased with how things are going."""
drchrisisfree	608820978	RT @josemorgado: Kei Nishikori has coronavirus and withdrew from Cincinnati. 		West Hollywood, CA	Sun Aug 16 17:44:46 +0000 2020	2020	8	RT @josemorgado: Kei Nishikori has coronavirus and withdrew from Cincinnati.
pinksugar61	435958880	RT @jsolomonReports: Report: Nearly 40% of all COVID test results take so long that they’re ‘close to useless’ | Just The News 		 	Sun Aug 16 17:44:45 +0000 2020	2020	8	RT @jsolomonReports: Report: Nearly 40% of all COVID test results take so long that they’re ‘close to useless’ | Just The News
ofstarvinmarrv	440324632	My cousin came over the house today and decided to tell us that he's not wearing mask all the time when he goes in… 			Sun Aug 16 17:44:44 +0000 2020	2020	8	My cousin came over the house today and decided to tell us that he's not wearing mask all the time when he goes in…
APO_source	255925055	Coronavirus - Malawi: COVID-19 Daily Information Update (16th August 2020) @MoetiTshidi @WHOAFRO @DrTedros @WHO… 		#AFRICA #MENA	Sun Aug 16 17:44:44 +0000 2020	2020	8	Coronavirus - Malawi: COVID-19 Daily Information Update (16th August 2020) @MoetiTshidi @WHOAFRO @DrTedros @WHO…
jehu_cronicas	168371680	"@realDonaldTrump @FoxNews @CNN @OANN US nears 170,000 coronavirus deaths
#TRUMPisSkyNet "	25073877.0	Barcelona, Spain	Sun Aug 16 17:44:43 +0000 2020	2020	8	"@realDonaldTrump @FoxNews @CNN @OANN US nears 170,000 coronavirus deaths
#TRUMPisSkyNet"
CoronaSpread	1235509601677856768	#coronavirus update in #Philippines. New cases confirmed 3335, new recovered 40377, new deaths 65. Total cases in P… 			Sun Aug 16 17:44:42 +0000 2020	2020	8	#coronavirus update in #Philippines. New cases confirmed 3335, new recovered 40377, new deaths 65. Total cases in P…
TheHiman10	1200811872439562240	#SurakshaBeforePariksha we students are scared of exms .today one of minister chetan chauhan has lost his life due… 			Sun Aug 16 17:44:42 +0000 2020	2020	8	#SurakshaBeforePariksha we students are scared of exms .today one of minister chetan chauhan has lost his life due…
SirMarcusRashy	356146017	"RT @OpIndia_com: Bengaluru riots accused Syed Nadeem who was arrested for violence dies, tests positive for coronavirus

"			Sun Aug 16 17:44:42 +0000 2020	2020	8	RT @OpIndia_com: Bengaluru riots accused Syed Nadeem who was arrested for violence dies, tests positive for coronavirus
AFP_Sport	2381967920	#BREAKING Japan's Kei Nishikori says he has tested positive for #coronavirus two weeks before #USOpen 		Everywhere	Sun Aug 16 17:44:41 +0000 2020	2020	8	#BREAKING Japan's Kei Nishikori says he has tested positive for #coronavirus two weeks before #USOpen
KempJason	378817784	RT @IndigoFast: Scotland records no coronavirus deaths for a month - LBC News  		Edinburgh	Sun Aug 16 17:44:41 +0000 2020	2020	8	RT @IndigoFast: Scotland records no coronavirus deaths for a month - LBC News
brettgallman	68524631	I've seen headlines about COVID cases going down in SC, but not a whole lot about how fewer people are taking tests. 		South Carolina	Sun Aug 16 17:44:40 +0000 2020	2020	8	I've seen headlines about COVID cases going down in SC, but not a whole lot about how fewer people are taking tests.
AjaanRob	18381011	#FoxBusiness Avoid &amp; Move from Seattle! Seattle is teaching International, National, State… 		Houston,TX	Sun Aug 16 17:44:40 +0000 2020	2020	8	#FoxBusiness Avoid &amp; Move from Seattle! Seattle is teaching International, National, State… 
radhikagupta142	877090455942340610	RT @CrypticMiind: But didn't WHO say that pet dogs are immune from Coronavirus? 		Delhi, India 	Sun Aug 16 17:44:59 +0000 2020	2020	8	RT @CrypticMiind: But didn't WHO say that pet dogs are immune from Coronavirus?
luisfernandochv	107919351	RT @liusivaya: Gobierno de España: venciendo el coronavirus... 		venezuela	Sun Aug 16 17:44:59 +0000 2020	2020	8	RT @liusivaya: Government of Spain: defeating the coronavirus ...
LuisBobby3	1241529932469207040	@PlatypusInAHat @dicey631 @Politics_Polls @maristpoll @NPR @NewsHour The probability of you dying in a car accident… 	7.82611768086442e+17	Roswell, NM	Sun Aug 16 17:44:59 +0000 2020	2020	8	@PlatypusInAHat @dicey631 @Politics_Polls @maristpoll @NPR @NewsHour The probability of you dying in a car accident…
ThomasL61429197	1168176816743473153	Any President that holds funding of the United States Postal Service, is in contempt of the constitution for the pe… 			Sun Aug 16 17:44:59 +0000 2020	2020	8	Any President that holds funding of the United States Postal Service, is in contempt of the constitution for the pe…
Maria32382139	1283834788827275267	RT @lucfontana: Superati i 20 milioni di contagi a livello globale: la mappa mondiale del coronavirus (via @Corriere) 			Sun Aug 16 17:44:59 +0000 2020	2020	8	RT @lucfontana: Over 20 million infections globally: the world map of the coronavirus (via @Corriere)
KSchneid	390381990	RT @kerpen: Louisiana COVID Cases and Deaths by Age (August 12) 		Raleigh, NC	Sun Aug 16 17:44:59 +0000 2020	2020	8	RT @kerpen: Louisiana COVID Cases and Deaths by Age (August 12)
AltheiaKallist1	4036035952	RT @WatchGates: #Suecia #Sweden #NoMask #Coronavirus 		Canary Islands	Sun Aug 16 17:44:58 +0000 2020	2020	8	RT @WatchGates: #Suecia #Sweden #NoMask #Coronavirus
eduacquarone	17473668	Análise prévia da eficácia de vacina de Oxford pode permitir uso emergencial em 2020, diz coordenadora de testes no… 		Sao Paulo, Brazil	Sun Aug 16 17:44:58 +0000 2020	2020	8	Prior analysis of the effectiveness of Oxford vaccine may allow emergency use in 2020, says test coordinator at…
Jmerts3	1246414390431297537	@LilLulery @58bugeye @JoeBiden I’ve hung out with 8 friends now, no masks, (two of them spent the night at our home… 	1.1674973741361848e+18	Florida, former NY’er	Sun Aug 16 17:44:58 +0000 2020	2020	8	@LilLulery @58bugeye @JoeBiden I’ve hung out with 8 friends now, no masks, (two of them spent the night at our home…
JLangWood	19747338	RT @SunSentinel: Fourth Broward Sheriff’s employee dies from COVID-19; Lt. Al Rengifo was 47 		Florida, USA	Sun Aug 16 17:44:58 +0000 2020	2020	8	RT @SunSentinel: Fourth Broward Sheriff’s employee dies from COVID-19; Lt. Al Rengifo was 47
CultOfKaterina	1120345143658336257	"It’s okay...

You don’t have to wait any longer...

@Katerina_the_G is returning to...

😈😈REAL TIME SESSIONS😈😈

See… "		West Midlands & Touring UK	Sun Aug 16 17:44:58 +0000 2020	2020	8	"It’s okay...

You don’t have to wait any longer...

@Katerina_the_G is returning to...

😈😈REAL TIME SESSIONS😈😈

See…"
iamsheajenkins	2366440176	@alexkidwell SO TIRED. and where are we supposed to go? I have had so many Covid scares when it’s probably just anx… 	32711887.0	Los Angeles, CA	Sun Aug 16 17:44:58 +0000 2020	2020	8	@alexkidwell SO TIRED. and where are we supposed to go? I have had so many Covid scares when it’s probably just anx…
harrisonnhorn	254214510	Well worth the read. 		Los Angeles, CA 	Sun Aug 16 17:44:58 +0000 2020	2020	8	Well worth the read.
khabor24	846504408871587840	রবিবারেও বাংলায় জারি করোনা ঝড় ~ একদিনে নতুন ৩,০৬৬ জন আক্রান্ত,মৃত ৫১… 		Kolkata, India	Sun Aug 16 17:44:58 +0000 2020	2020	8	The storm did not continue in Bengal even on Sunday. In one day, 3,07 new people were infected and 51 died
