Username	UserID	Tweet	Reply_to	Location	Date	Coordinates	Tweet_Translated
pcbrynn	2416746925	Georgia School District Quarantines Over 900 Students and Teachers  		Anywhere but here	Wed Aug 12 14:44:51 +0000 2020		Georgia School District Quarantines Over 900 Students and Teachers
JeanmarieEvelly	16411233	RT @K_Culliton: Sunset Park has seen an uptick in #COVID19 cases and @NYCMayor is urging its residents to get tested: 		New York City	Wed Aug 12 14:44:50 +0000 2020		RT @K_Culliton: Sunset Park has seen an uptick in #COVID19 cases and @NYCMayor is urging its residents to get tested:
Roxann_Minerals	726089858607894529	Netherlands MPs criticise chaotic government coronavirus strategy after three days of 600+ infections -… 		US	Wed Aug 12 14:44:50 +0000 2020		Netherlands MPs criticise chaotic government coronavirus strategy after three days of 600+ infections -…
nickpapp	18443777	New APS school year begins from a distance #abq #albuquerque #nm #newmexico #nmleg #nmpol #coronavirus  		ÜT: 42.769859,-71.440438	Wed Aug 12 14:44:50 +0000 2020		New APS school year begins from a distance #abq #albuquerque #nm #newmexico #nmleg #nmpol #coronavirus
tjm390	1037020267174928384	RT @Reuters: Coronavirus found on Ecuador shrimps in China, state media says 		League City, TX	Wed Aug 12 14:44:50 +0000 2020		RT @Reuters: Coronavirus found on Ecuador shrimps in China, state media says
cory2603	1105963582657830915	@freddie_bent @JohnSteed160672 @Channel4News Isolation worked out so well for russia didn't it. But yeah I agree wi… 	3436553447.0	United Kingdom	Wed Aug 12 14:44:50 +0000 2020		@freddie_bent @JohnSteed160672 @Channel4News Isolation worked out so well for russia didn't it. But yeah I agree wi…
ilads_lyme	44748347	"What to Do When Covid Doesn’t Go Away
Lessons for coronavirus long-haulers from my own experience with chronic illn… "			Wed Aug 12 14:44:49 +0000 2020		"What to Do When Covid Doesn’t Go Away
Lessons for coronavirus long-haulers from my own experience with chronic illn…"
yogeshgoa27	878211507657428993	"RT @htTweets: Union minister Shripad Naik has tested positive for #COVID19 

"		New Delhi, India	Wed Aug 12 14:44:49 +0000 2020		RT @htTweets: Union minister Shripad Naik has tested positive for #COVID19
Deannad64	23309053	RT @RealJamesWoods: CA Using $100M of $550M Federal Virus Funds to Put Homeless in Hotels 		East Coast	Wed Aug 12 14:44:48 +0000 2020		RT @RealJamesWoods: CA Using $100M of $550M Federal Virus Funds to Put Homeless in Hotels
afrodiziac80	61271444	RT @docrocktex26: 28-year-old coronavirus denier spent 69 days in the ICU and now has to relearn how to walk | via @BGR 		Virginia, USA	Wed Aug 12 14:44:48 +0000 2020		RT @docrocktex26: 28-year-old coronavirus denier spent 69 days in the ICU and now has to relearn how to walk | via @BGR
SLPrime_81	282364171	RT @rweingarten: 925 Quarantined for Covid. Is This a Successful School Reopening? 		New York	Wed Aug 12 14:44:48 +0000 2020		RT @rweingarten: 925 Quarantined for Covid. Is This a Successful School Reopening?
Bulldog665	1085184256706396161	Coronavirus UK: How many people have died from coronavirus? we will never know as figures w… 		Masked UK 	Wed Aug 12 14:44:48 +0000 2020		Coronavirus UK: How many people have died from coronavirus? we will never know as figures w…
uoflcounseling	3901815736	Fall 2020 information for students  #GoCards 		Louisville, KY	Wed Aug 12 14:44:48 +0000 2020		Fall 2020 information for students  #GoCards
KirstiThomas	719621124	RT @washingtonpost: Boston refused to close schools during the 1918 flu. Then children began to die. 		Seattle, WA	Wed Aug 12 14:44:47 +0000 2020		RT @washingtonpost: Boston refused to close schools during the 1918 flu. Then children began to die.
Carefree19991	1257744082660663297	"RT @10DowningStreet: If you have any coronavirus symptoms self-isolate and get a free test immediately.
 
"			Wed Aug 12 14:44:47 +0000 2020		RT @10DowningStreet: If you have any coronavirus symptoms self-isolate and get a free test immediately.
DautreuilJoan	3092733639	Contact the council and let them know this is wrong Council revokes license of New Jersey gym whose owners defied c… 		Cajun country	Wed Aug 12 14:44:47 +0000 2020		Contact the council and let them know this is wrong Council revokes license of New Jersey gym whose owners defied c…
globalnewsto	13896552	"#BREAKING: Ontario reports 95 new coronavirus cases, one additional death on Wednesday.
"		Toronto	Wed Aug 12 14:44:46 +0000 2020		#BREAKING: Ontario reports 95 new coronavirus cases, one additional death on Wednesday.
ChristianLongs2	1504607612	"RT @AmericaFirstPAC: 🚨🚨🚨MEDIA BIAS ALERT🚨🚨🚨

Last night Ari Melber &amp; Co bragged about not carrying POTUS Coronavirus Briefings "		Arizona	Wed Aug 12 17:44:59 +0000 2020		"RT @AmericaFirstPAC: 🚨🚨🚨MEDIA BIAS ALERT🚨🚨🚨

Last night Ari Melber &amp; Co bragged about not carrying POTUS Coronavirus Briefings "
pilotlion	141376002	"RT @AlexMarlow: Crickets from the left on their favorite international politician.
"		Where my plane takes me	Wed Aug 12 17:44:59 +0000 2020		RT @AlexMarlow: Crickets from the left on their favorite international politician.
DR32153233	1236618534328786944	@AP @APFactCheck Nearly 100,000 children tested positive for coronavirus over two-week period in July and &gt;99% are… 	51241574.0		Wed Aug 12 17:44:59 +0000 2020		@AP @APFactCheck Nearly 100,000 children tested positive for coronavirus over two-week period in July and &gt;99% are… 
danieljtgallen	204931977	"Doug Pederson returned to the #Eagles: ""I was chomping, I was ready to get back here and be out on the grass with t… "		Phila	Wed Aug 12 17:44:59 +0000 2020		"Doug Pederson returned to the #Eagles: ""I was chomping, I was ready to get back here and be out on the grass with t…"
LonPeaBer	723684376236584960	RT @LucyTrumplican: McConnell wants blue state bailouts 'off the table' in coronavirus aid talks | Fox News 		Los Angeles, CA	Wed Aug 12 17:44:58 +0000 2020		RT @LucyTrumplican: McConnell wants blue state bailouts 'off the table' in coronavirus aid talks | Fox News
ginasfia	332280176	RT @MariaBartiromo: Steven Mnuchin: Pelosi, Schumer 'unwilling to compromise' in coronavirus stimulus negotiations 		New Jersey	Wed Aug 12 17:44:58 +0000 2020		RT @MariaBartiromo: Steven Mnuchin: Pelosi, Schumer 'unwilling to compromise' in coronavirus stimulus negotiations
ShorensteinCtr	56772461	@JournoResource Academic research shows these alternative financial services in the time of coronavirus primarily c… 	56772461.0	Cambridge, Massachusetts, USA	Wed Aug 12 17:44:58 +0000 2020		@JournoResource Academic research shows these alternative financial services in the time of coronavirus primarily c…
ChrisBentley91	30877304	RT @justinmadders: This is damning... 		Bromley, London	Wed Aug 12 17:44:58 +0000 2020		RT @justinmadders: This is damning...
LiberalTeriLee	826433405093031937	RT @SenWarren: Congress has no excuse: it must pass my bill with @RepAOC to prevent harmful mergers during and after this crisis. 			Wed Aug 12 17:44:57 +0000 2020		RT @SenWarren: Congress has no excuse: it must pass my bill with @RepAOC to prevent harmful mergers during and after this crisis.
TimInHonolulu	19080151	RT @maybeawriter: '60s singer Trini Lopez, 83, dies while battling coronavirus via @nbcnews		Hawaii, USA	Wed Aug 12 17:44:57 +0000 2020		RT @maybeawriter: '60s singer Trini Lopez, 83, dies while battling coronavirus via @nbcnews
JoannIsNotABot	1242528273290190848	RT @kylegriffin1: Boston refused to close schools during the 1918 flu. Then children began to die. 			Wed Aug 12 17:44:57 +0000 2020		RT @kylegriffin1: Boston refused to close schools during the 1918 flu. Then children began to die.
Raisemright1	1250563414663081986	"RT @niro60487270: Turkey is still treating Covid-19 early with hydroxychloroquine and still getting excellent results.
"			Wed Aug 12 17:44:57 +0000 2020		RT @niro60487270: Turkey is still treating Covid-19 early with hydroxychloroquine and still getting excellent results.
whiteymfc	2192717548	"RT @LeanneWood: Dear @Independent - do you mean UK or England?

"			Wed Aug 12 17:44:57 +0000 2020		RT @LeanneWood: Dear @Independent - do you mean UK or England?
RobRexHardon	2830315782	@HarleyShah Recessions are part of an upward trend of economic growth. Also, the fact a huge number people haven't… 	466627360.0	Liverpool, England	Wed Aug 12 17:44:57 +0000 2020		@HarleyShah Recessions are part of an upward trend of economic growth. Also, the fact a huge number people haven't…
Tooty110	20545949	There are now 26.801 total coronavirus (COVID-19) infections in Ireland. Within the infected people 1.773 have died… 		Dublin, Ireland 	Wed Aug 12 17:44:56 +0000 2020		There are now 26.801 total coronavirus (COVID-19) infections in Ireland. Within the infected people 1.773 have died…
Oriannarosa	198940597	RT @nickykc: The motherhood penalty is killing women’s creative careers in the coronavirus crisis: here’s what you can do about it  		London	Wed Aug 12 17:44:56 +0000 2020		RT @nickykc: The motherhood penalty is killing women’s creative careers in the coronavirus crisis: here’s what you can do about it
DebraWetle	874426988349476864	RT @candies2639: Trump’s CFPB Deploys Predatory Lenders as Pandemic First Responders 			Wed Aug 12 17:44:56 +0000 2020		RT @candies2639: Trump’s CFPB Deploys Predatory Lenders as Pandemic First Responders
zatoichi65	31918209	"RT @HirokoTabuchi: ""Unambiguous evidence that there is infectious virus in aerosols"" "		Wakanda	Wed Aug 12 17:44:56 +0000 2020		"RT @HirokoTabuchi: ""Unambiguous evidence that there is infectious virus in aerosols"""
MarieJe90267527	1266193692475490305	RT @Reuters: Germany says Russian COVID-19 vaccine has not been sufficiently tested 		Canada	Wed Aug 12 17:44:55 +0000 2020		RT @Reuters: Germany says Russian COVID-19 vaccine has not been sufficiently tested
UltClassicRock	288205018	The outdoor venue welcomed 2,500 fans, separated into private viewing areas: 		Cleveland	Wed Aug 12 17:44:55 +0000 2020		The outdoor venue welcomed 2,500 fans, separated into private viewing areas:
Jason_Tidd	786653106276884480	There have now been 32,547 total confirmed and probable cases in Kansas, resulting in 395 deaths so far, the KDHE r… 		Wichita, KS	Wed Aug 12 17:44:55 +0000 2020		There have now been 32,547 total confirmed and probable cases in Kansas, resulting in 395 deaths so far, the KDHE r…
dwatchnews	449314153	"RT @BalkanInsight: Despite the #coronavirus crisis, July brought a “new breath of optimism” to Croatia’s tourism sector.

"		International	Wed Aug 12 17:44:55 +0000 2020		RT @BalkanInsight: Despite the #coronavirus crisis, July brought a “new breath of optimism” to Croatia’s tourism sector.
JennyKatsaris	385434159	RT @CTVNews: Coronavirus patients report dramatic hair loss months after diagnosis 			Wed Aug 12 17:44:54 +0000 2020		RT @CTVNews: Coronavirus patients report dramatic hair loss months after diagnosis
craig_stivers	980842276388827136	United States Coronavirus: 5,327,875 Cases and 168,390 Deaths - Worldometer ⁦@realDonaldTrump⁩ No Leadership by Rep… 			Wed Aug 12 17:44:54 +0000 2020		United States Coronavirus: 5,327,875 Cases and 168,390 Deaths - Worldometer ⁦@realDonaldTrump⁩ No Leadership by Rep…
halifaxnoise	3106885636	RT @NEWS957: Halifax Transit to resume regular bus schedules Aug. 31. 		Halifax, Nova Scotia	Wed Aug 12 17:44:53 +0000 2020		RT @NEWS957: Halifax Transit to resume regular bus schedules Aug. 31.
Ppl_JohnMiller	242984276	"RT @denuribe73: NBC News: North Carolina dog that died after 'acute' illness tests positive for coronavirus.


via @…"		Florida 	Wed Aug 12 17:44:52 +0000 2020		"RT @denuribe73: NBC News: North Carolina dog that died after 'acute' illness tests positive for coronavirus.


via @…"
LokeshAdwani6	1293599835317141504	"This is reality of Government hospitals
No cleaness 
No Complete treatment
Worst system!!!! 
I request you all to s… "			Wed Aug 12 17:44:52 +0000 2020		"This is reality of Government hospitals
No cleaness 
No Complete treatment
Worst system!!!! 
I request you all to s…"
NAESP	26546403	.@NAESP calls on the Trump administration and congressional leaders to resume negotiations on a coronavirus respons… 		Alexandria, VA	Wed Aug 12 17:44:51 +0000 2020		.@NAESP calls on the Trump administration and congressional leaders to resume negotiations on a coronavirus respons…
J_Roberts8	1077308449	“It’s difficult when you think you have a light at the other end of the tunnel to look forward to, and then all of… 		Cambridge, MA	Wed Aug 12 17:44:51 +0000 2020		“It’s difficult when you think you have a light at the other end of the tunnel to look forward to, and then all of…
paulstpancras	18891281	"Scientists casts doubt on government ‘nudge’ messaging during coronavirus outbreak •

•"		Central London 	Wed Aug 12 17:44:51 +0000 2020		"Scientists casts doubt on government ‘nudge’ messaging during coronavirus outbreak •

•"
jporter_housing	2582887006	'It means nothing': Trump’s pledge to aid tenants won’t halt evictions - POLITICO 		Charlotte, NC	Wed Aug 12 17:44:51 +0000 2020		'It means nothing': Trump’s pledge to aid tenants won’t halt evictions - POLITICO
AliFaisalZaidi	579529117	Fuckity fuck. Fuck. “A research team... succeeded in isolating live virus from aerosols collected at a distance of… 		Berlin, Germany	Wed Aug 12 17:44:51 +0000 2020		Fuckity fuck. Fuck. “A research team... succeeded in isolating live virus from aerosols collected at a distance of…
Sue10064750	4212507382	"RT @DailyMailUK: More Britons have been killed by flu and pneumonia than coronavirus for seven weeks in a row, new data reveals
"			Wed Aug 12 17:44:49 +0000 2020		RT @DailyMailUK: More Britons have been killed by flu and pneumonia than coronavirus for seven weeks in a row, new data reveals
Queenin_M	960953172	Just In: Northern Cape Education MEC MacCollen Jack has passed away. Jack was admitted to the Mediclinic Gariep in… 			Wed Aug 12 17:44:49 +0000 2020		Just In: Northern Cape Education MEC MacCollen Jack has passed away. Jack was admitted to the Mediclinic Gariep in…
MrMinnesota24	3183616213	RT @SkyNews: Actor Antonio Banderas tests positive for coronavirus 		St Paul, MN	Wed Aug 12 17:44:48 +0000 2020		RT @SkyNews: Actor Antonio Banderas tests positive for coronavirus
EstherdeBerdt	981326980640591873	RT @jilevin: An economic crisis in Kentucky has workers, businesses furious with McConnell  			Wed Aug 12 17:44:48 +0000 2020		RT @jilevin: An economic crisis in Kentucky has workers, businesses furious with McConnell
michaelhaggert	447243700	"RT @JusticeWithNoBS: What happened to the support for people with disabilities? 
@fordnation @CanadianPM @JustinTru…"		Windsor, Ontario	Wed Aug 12 17:44:48 +0000 2020		"RT @JusticeWithNoBS: What happened to the support for people with disabilities? 
@fordnation @CanadianPM @JustinTru…"
kathlee85470683	1201314516	RT @SkyNews: Coronavirus: UK death toll falls by 5,377 as government changes way fatalities are counted 		Ulster County,NY	Wed Aug 12 17:44:47 +0000 2020		RT @SkyNews: Coronavirus: UK death toll falls by 5,377 as government changes way fatalities are counted
mixtape_news	1266443376049762304	Governor General Julie Payette is under fire for alleged workplace harassment and unusual spending, Ontario had the… 		Toronto	Wed Aug 12 17:44:47 +0000 2020		Governor General Julie Payette is under fire for alleged workplace harassment and unusual spending, Ontario had the…
djbee28	419124970	RT @Reuters: Coronavirus found on Ecuador shrimps in China, state media says 		East coaster	Wed Aug 12 17:44:47 +0000 2020		RT @Reuters: Coronavirus found on Ecuador shrimps in China, state media says
hendersonlibs	76509137	We're working hard to make sure you still have access to library services while we're closed, like eBooks &amp; downloa… 		Henderson, NV	Wed Aug 12 17:44:46 +0000 2020		We're working hard to make sure you still have access to library services while we're closed, like eBooks &amp; downloa… 
LADefenders2020	912726632686813184	RT @sacbee_news: Dozens infected with coronavirus at Folsom State Prison; state sends strike teams 		Los Angeles, CA	Wed Aug 12 17:44:46 +0000 2020		RT @sacbee_news: Dozens infected with coronavirus at Folsom State Prison; state sends strike teams
postlive	14345113	Heifer International CEO Pierre Ferrari shares some of the challenges U.S. farmers have faced during the coronaviru… 		Washington, D.C.	Wed Aug 12 17:44:45 +0000 2020		Heifer International CEO Pierre Ferrari shares some of the challenges U.S. farmers have faced during the coronaviru…
Stoneglo1	935942967168204803	RT @SenWarren: Congress has no excuse: it must pass my bill with @RepAOC to prevent harmful mergers during and after this crisis. 		NYC, Ft. Lauderdale and Phila.	Wed Aug 12 17:44:45 +0000 2020		RT @SenWarren: Congress has no excuse: it must pass my bill with @RepAOC to prevent harmful mergers during and after this crisis.
Bigstanbowski	105145691	Coronavirus: How could a recession affect me? 		stoke on trent	Wed Aug 12 17:44:43 +0000 2020		Coronavirus: How could a recession affect me?
BuffaloTracer	3095463699	"@senatemajldr You sat on your hands and did nothing. 

“Responsibility for the current debacle rests specifically a… "	1249982359.0		Wed Aug 12 17:44:43 +0000 2020		"@senatemajldr You sat on your hands and did nothing. 

“Responsibility for the current debacle rests specifically a…"
AnimeWorld31	845033963710230529	New Zealand's largest city goes back into lockdown as coronavirus cases grow globally 		Charlotte NC	Wed Aug 12 17:44:43 +0000 2020		New Zealand's largest city goes back into lockdown as coronavirus cases grow globally
tourandting	35517154	Coronavirus death toll in England revised down by more than 5,000.  A work of pure fiction.  		Manchester, England	Wed Aug 12 20:44:59 +0000 2020		Coronavirus death toll in England revised down by more than 5,000.  A work of pure fiction.
JVMcreative	134532237	RT @MollyJongFast: The cofounder of turning point died of .... coronavirus 		In your mind.	Wed Aug 12 20:44:59 +0000 2020		RT @MollyJongFast: The cofounder of turning point died of .... coronavirus
travelislifeorg	811626598902493184	"📸What's it like to travel internationally post-COVID?

In today's video, I share my recent experience traveling to… "			Wed Aug 12 20:44:59 +0000 2020		"📸What's it like to travel internationally post-COVID?

In today's video, I share my recent experience traveling to…"
bessieglass11	1110694681917059072	RT @realTuckFrumper: Trump first spotted his new coronavirus adviser on Fox News — where he rails against COVID-19 ‘hysteria’ 			Wed Aug 12 20:44:59 +0000 2020		RT @realTuckFrumper: Trump first spotted his new coronavirus adviser on Fox News — where he rails against COVID-19 ‘hysteria’
NDLoyal	1228251906	If you missed Fr. John's live chat earlier, don't worry, you can still watch it! Hear Fr. John discusses the beginn… 		Notre Dame, IN	Wed Aug 12 20:44:59 +0000 2020		If you missed Fr. John's live chat earlier, don't worry, you can still watch it! Hear Fr. John discusses the beginn…
KalkiJaya	2384200730	"

In war &amp; aid zones things are only getting worse NOW!
Welovemassmeditation;
Niveau 1-
Medi… "			Wed Aug 12 20:44:58 +0000 2020		"

In war &amp; aid zones things are only getting worse NOW!
Welovemassmeditation;
Niveau 1-
Medi… "
JobSearchAdvise	442112722	How AI can power post-coronavirus supply chains #SageAdvice via @SageUSAmerica		San Francisco, California	Wed Aug 12 20:44:58 +0000 2020		How AI can power post-coronavirus supply chains #SageAdvice via @SageUSAmerica
Sleeverdiva	1196264124662992896	We are testing people for any strain of a Coronavirus. Not specifically for COVID-19. There are no reliable tests f… 		Australia and NZ	Wed Aug 12 20:44:58 +0000 2020		We are testing people for any strain of a Coronavirus. Not specifically for COVID-19. There are no reliable tests f…
Tsejuu	748854193629179904	RT @NigeriaNewsdesk: 1,455 Coronavirus patients run away from admission in Lagos 		Lagos, Portugal	Wed Aug 12 20:44:57 +0000 2020		RT @NigeriaNewsdesk: 1,455 Coronavirus patients run away from admission in Lagos
betterjobsearch	58044082	"RT @HEDGEenergy: New Article: Accuracy of U.S. coronavirus data thrown into question as decline in testing skews drop in new cases 

"		Chicago, IL	Wed Aug 12 20:44:57 +0000 2020		RT @HEDGEenergy: New Article: Accuracy of U.S. coronavirus data thrown into question as decline in testing skews drop in new cases
KRNV	17602680	#BREAKING: Rollan Melton is the third elementary school in Washoe County to report at least one presumptive positiv… 		Reno, NV	Wed Aug 12 20:44:54 +0000 2020		#BREAKING: Rollan Melton is the third elementary school in Washoe County to report at least one presumptive positiv…
Yaniela	16882774	@WhiteHouse @realDonaldTrump #LiarInChief #ImpeachedForLife #Individual1 #DonTheCon @POTUS still pretending… 	8.222156738121196e+17	Hawaii	Wed Aug 12 20:44:54 +0000 2020		@WhiteHouse @realDonaldTrump #LiarInChief #ImpeachedForLife #Individual1 #DonTheCon @POTUS still pretending…
PeIican	79871947	RT @verge: The 2021 Game Developers Conference will try to go physical again — but now in July 		CA 🇺🇸	Wed Aug 12 20:44:54 +0000 2020		RT @verge: The 2021 Game Developers Conference will try to go physical again — but now in July
JTMLX	344247978	U.S. coronavirus deaths once again top 1,000 a day, as Florida, Georgia hit records    TRUMP SAYS “NO PROBLEM” AND… 		Portland, OR	Wed Aug 12 20:44:54 +0000 2020		U.S. coronavirus deaths once again top 1,000 a day, as Florida, Georgia hit records    TRUMP SAYS “NO PROBLEM” AND…
GottaChangeIt	31460348	RT @MollyJongFast: The cofounder of turning point died of .... coronavirus 		Seattle, WA	Wed Aug 12 20:44:53 +0000 2020		RT @MollyJongFast: The cofounder of turning point died of .... coronavirus
12FreeBeer	1255091020938739712	"For every 3 COVID deaths another 2 were caused by the lockdown according to UK Government Study

"		New York, NY	Wed Aug 12 20:44:53 +0000 2020		For every 3 COVID deaths another 2 were caused by the lockdown according to UK Government Study
usmanyousef	154723628	RT @SkyNews: This is what the first day of school in Scotland looked like 		London (GB)	Wed Aug 12 20:44:53 +0000 2020		RT @SkyNews: This is what the first day of school in Scotland looked like
reneezung	163300573	The Muse #jobsearchtips #networking  Great templates to reach out to your network during your #jobsearch #jobseeker… 		Raleigh, NC	Wed Aug 12 20:44:52 +0000 2020		The Muse #jobsearchtips #networking  Great templates to reach out to your network during your #jobsearch #jobseeker…
ANARCHOCAPITAL7	1083357867028156416	@latimeralder Coronavirus is less of a threat than the liberals who want to maintain the fear and paranoia so they… 	98583506.0	Earth (presently).	Wed Aug 12 20:44:52 +0000 2020		@latimeralder Coronavirus is less of a threat than the liberals who want to maintain the fear and paranoia so they…
B_Goose22	220078251	RT @scottcobb: Bully who believes Coronavirus is a hoax harasses city of Austin lifeguards working as park monitors. 		Lubbock Tx	Wed Aug 12 20:44:51 +0000 2020		RT @scottcobb: Bully who believes Coronavirus is a hoax harasses city of Austin lifeguards working as park monitors.
FresnoBee	8249832	As COVID-19 test sites operate near capacity, Fresno County looks to primary care doctors 		Fresno, California	Wed Aug 12 20:44:50 +0000 2020		As COVID-19 test sites operate near capacity, Fresno County looks to primary care doctors
1RedForrest	908479053539061760	"Long-admired musician Trini Lopez has fallen prey to the Coronavirus:

"			Wed Aug 12 20:44:50 +0000 2020		Long-admired musician Trini Lopez has fallen prey to the Coronavirus:
Ophelia_Belle	3269165208	RT @BBCBreaking: UK has officially fallen into recession for first time in 11 years due to the impact of the coronavirus pandemic 			Wed Aug 12 20:44:50 +0000 2020		RT @BBCBreaking: UK has officially fallen into recession for first time in 11 years due to the impact of the coronavirus pandemic
TorontoIDDoc	4866713721	Following this story with huge interest.  I am skeptical of this having anything to do dire… 		Toronto, Ontario	Wed Aug 12 20:44:48 +0000 2020		Following this story with huge interest.  I am skeptical of this having anything to do dire…
Heelspurs00	1214105635802869760	RT @MollyJongFast: The cofounder of turning point died of .... coronavirus 			Wed Aug 12 20:44:48 +0000 2020		RT @MollyJongFast: The cofounder of turning point died of .... coronavirus
LSblendorio	442562471	RT @giorgio_gori: How #Atalanta inspired hope in #Bergamo in the #Coronavirus pandemic - @nytimes  		Aosta	Wed Aug 12 20:44:47 +0000 2020		RT @giorgio_gori: How #Atalanta inspired hope in #Bergamo in the #Coronavirus pandemic - @nytimes
Kathy60626504	1177237392689946624	RT @scottcobb: Bully who believes Coronavirus is a hoax harasses city of Austin lifeguards working as park monitors. 			Wed Aug 12 23:44:59 +0000 2020		RT @scottcobb: Bully who believes Coronavirus is a hoax harasses city of Austin lifeguards working as park monitors.
JBobDown	933688142	RT @MotherJones: How the coronavirus handed the GOP new ways to squash the vote 			Wed Aug 12 23:44:59 +0000 2020		RT @MotherJones: How the coronavirus handed the GOP new ways to squash the vote
WarGames1987	4288466115	Virginia rape suspect released over coronavirus concerns kills accuser: Police via… 		Southern Vermont, Rochester NY	Wed Aug 12 23:44:58 +0000 2020		Virginia rape suspect released over coronavirus concerns kills accuser: Police via…
deborahsingerma	905476740	"Childcare key if remote working isn’t ‘a one-off’ 
#Flexiblework within #remotework is neede… "		Sydney Australia	Wed Aug 12 23:44:57 +0000 2020		"Childcare key if remote working isn't ‘a one-off’
#Flexiblework within #remotework is needed…"
bigwhitestella	14228756	RT @scottcobb: Bully who believes Coronavirus is a hoax harasses city of Austin lifeguards working as park monitors. 		charlotte	Wed Aug 12 23:44:57 +0000 2020		RT @scottcobb: Bully who believes Coronavirus is a hoax harasses city of Austin lifeguards working as park monitors.
VicUnions	2193225919	RT @MicheleONeilAU: Hear we go again. Just a regular reminder that the last round of penalty rate cuts did not create ONE job. 		54 Victoria Street Carlton	Wed Aug 12 23:44:57 +0000 2020		RT @MicheleONeilAU: Hear we go again. Just a regular reminder that the last round of penalty rate cuts did not create ONE job.
NPR	5392522	The Big 12 Conference has announced that fall sports will continue — with teams following COVID-19 safety precautio… 			Wed Aug 12 23:44:57 +0000 2020		The Big 12 Conference has announced that fall sports will continue — with teams following COVID-19 safety precautio…
skinnergj	256478435	"New Zealand reports ninth coronavirus case at country's second biggest school
via @skinnergj"		Sydney, New South Wales	Wed Aug 12 23:44:57 +0000 2020		"New Zealand reports ninth coronavirus case at country's second biggest school
via @skinnergj"
DustySavage4	723840216109207552	@DyamondWithaY @fras99 Funny, that's the same way I felt about all the Coronavirus safety measures. Barely inconven… 	3002585144.0	Way down south dude (hick)	Wed Aug 12 23:44:56 +0000 2020		@DyamondWithaY @fras99 Funny, that's the same way I felt about all the Coronavirus safety measures. Barely inconven…
cyber_wench	43923786	"RT @AllanMargolin: An Utterly KILLER Idea From A Florida Man 

@MarilouGeorge @Mkapub @Plaid_Putin @cyber_wench @Im…"		Flyover USA	Wed Aug 12 23:44:56 +0000 2020		"RT @AllanMargolin: An Utterly KILLER Idea From A Florida Man 

@MarilouGeorge @Mkapub @Plaid_Putin @cyber_wench @Im…"
AnnSwanepoel1	869949217938321410	RT @throughthygrace: Pompeo Drops Bombshell, Calls Out China and Its WHO Pals for Covering Up a Major Coronavirus Fact 		Johannesburg, South Africa	Wed Aug 12 23:44:55 +0000 2020		RT @throughthygrace: Pompeo Drops Bombshell, Calls Out China and Its WHO Pals for Covering Up a Major Coronavirus Fact
Nica24	22165261	"RT @DemopJ: It's like common sense is taboo. I guess nothing beats ""bought"" sense.

"		New Jersey, USA	Wed Aug 12 23:44:54 +0000 2020		"RT @DemopJ: It's like common sense is taboo. I guess nothing beats ""bought"" sense."
hampdrh	23618029	RT @Dcl_60: ICE Facility Turns Ambulance Away After Detainees With Coronavirus Warn 'I Can't Breathe' 		Roanoke, VA	Wed Aug 12 23:44:54 +0000 2020		RT @Dcl_60: ICE Facility Turns Ambulance Away After Detainees With Coronavirus Warn 'I Can't Breathe'
babylon151	36881789	Ya its a nasty ass virus CBS News: Coronavirus may spread much farther than 6 feet in indoor spaces with poor venti… 		Erie, PA	Wed Aug 12 23:44:53 +0000 2020		Ya its a nasty ass virus CBS News: Coronavirus may spread much farther than 6 feet in indoor spaces with poor venti…
KriyaOaira	578463741	"RT @MarkWarner: 1. How does this help?

2. Where would these Americans go?

"		Oregon	Wed Aug 12 23:44:50 +0000 2020		"RT @MarkWarner: 1. How does this help?

2. Where would these Americans go?"
Deelo53	105567135	RT @TomFitton: Deadly and illegal sanctuary policies are immune from #coronavirus shut downs. 		USA	Wed Aug 12 23:44:50 +0000 2020		RT @TomFitton: Deadly and illegal sanctuary policies are immune from #coronavirus shut downs.
KaldorCentre	2342994074	A reminder of how vital it is to build relationships with community leaders and members, to ensure messages get thr… 		Sydney, Australia	Wed Aug 12 23:44:49 +0000 2020		A reminder of how vital it is to build relationships with community leaders and members, to ensure messages get thr…
JoeBidet2	1237697073845276672	House Oversight chair introduces bill to freeze Postal Service changes amid coronavirus pandemic 		3rd Planet	Wed Aug 12 23:44:48 +0000 2020		House Oversight chair introduces bill to freeze Postal Service changes amid coronavirus pandemic
TheBiznauth	1914828212	RT @sociallytech: Over 97K children in U.S. test positive for coronavirus in 2 weeks. What can Canada expect? #SafeSeptember  			Wed Aug 12 23:44:48 +0000 2020		RT @sociallytech: Over 97K children in U.S. test positive for coronavirus in 2 weeks. What can Canada expect? #SafeSeptember
alieninwhite	16407750	RT @NYTHealth: Researchers have found live coronavirus in the air at a distance of nearly 16 feet from a patient. 			Wed Aug 12 23:44:47 +0000 2020		RT @NYTHealth: Researchers have found live coronavirus in the air at a distance of nearly 16 feet from a patient.
DonPepe44538201	1156755233604636672	RT @rapplerdotcom: No, they’re not just waiting for vaccines from China or Russia. 			Wed Aug 12 23:44:46 +0000 2020		RT @rapplerdotcom: No, they’re not just waiting for vaccines from China or Russia.
