	Username	UserID	Tweet	Reply_to	Location	Date	Coordinates
1812	FiguerasAlfredo	177252745	"RT @ActualidadRT: Representante chino ante la ONU: ""Combatir el coronavirus es la prioridad principal del país en este momento"" "		Villa Madero, Buenos Aires	Thu Jan 30 23:59:58 +0000 2020	
1813	EstamosQAP	494501299	RT @vivoplaynet: Se intensifica el coronavirus y aumenta  a 213 las víctimas mortales. #LEV conéctate por #VIVOplay: 			Thu Jan 30 23:59:58 +0000 2020	
1814	mario_vau	2890482805				Thu Jan 30 23:59:58 +0000 2020	
1815	owoniyilb	1091609939112538113	RT @TheICIR: #BREAKING: @WHO declares #Coronavirus a global health emergency 			Thu Jan 30 23:59:58 +0000 2020	
1816	factal	973955921188704256	Update: Coronavirus death toll in China now 213 nationwide, with 204 in Hubei Province, state media reports 		Seattle, London, NYC	Thu Jan 30 23:59:57 +0000 2020	
1817	EndFFLCH	867414010727198720	RT @DCM_online: Olavo espalha fake news sobre coronavírus: “chega ao Brasil patenteado por Bill Gates” 			Thu Jan 30 23:59:57 +0000 2020	
1818	ZyroFoxtrot	1019082963349368832	"South China Morning Post Coronavirus Update

9480 confirmed 'cases'
213 confirmed deaths… "	1.0190829633493688e+18	TEXAS	Thu Jan 30 23:59:57 +0000 2020	
1819	franks_chung	2533992997	Chinese journalist says Wuhan hospitals are running out of beds and coronavirus testing kits… 		Sydney	Thu Jan 30 23:59:57 +0000 2020	
1820	Crashvk	193157716	RT @WORD_NEWSS: Cientista brasileira Joana D'Arc Félix de Souza está a frente do desenvolvimento da vacina para o Coronavírus. 		São Paulo, Brasil	Thu Jan 30 23:59:57 +0000 2020	
1821	SaDavein	1143782666522640384	15 min in same space 🙄 		South Australia	Thu Jan 30 23:59:57 +0000 2020	
1822	ScrewChord	1038915538213326848	RT @johniloy: RT TO SAVE A LIFE!!! #coronavirus 		Bruh	Thu Jan 30 23:59:57 +0000 2020	
1823	skye_gary	1185205275810246656	@UROCKlive1 It would be very easy for the coronavirus to spiral out of control. Foreign governments could even spre… 	87983041.0	Washington DC	Thu Jan 30 23:59:57 +0000 2020	
1824	_ynahnah	927890192408514562	RT @vmaryr_: GOOD NEWS re: CORONAVirus (you may want to share this info as much as you can to everyone you care) 		iskaaaaaaa	Thu Jan 30 23:59:56 +0000 2020	
1825	addermonk	2744197724	"RT @balajis: The primary sources I have been following on the coronavirus are:

1) Lancet: 
2) NEJM: "			Thu Jan 30 23:59:56 +0000 2020	
1826	Danieell_ls	732642229471305730	"RT @solineura: incrível como esse video eh capaz de curar o coronavirus

"		Rio de Janeiro	Thu Jan 30 23:59:56 +0000 2020	
1827	NireBryce	398859493	why is everyone saying that the austrailian group is good for synthesizing it because china didn't share the corona… 		50% CT / 50% SFBay	Thu Jan 30 23:59:56 +0000 2020	
1828	obandoandres	153966395	"RT @CulturaColectiv: La #OMS declara emergencia mundial por el brote de #Coronavirus 

"		Ecuador	Thu Jan 30 23:59:56 +0000 2020	
1829	richardhjr	1652889746	"RT @valorinveste: Minuto Eleven: bolsa vira após comunicado da OMS sobre coronavírus
"		São Paulo, Brasil	Thu Jan 30 23:59:56 +0000 2020	
1830	rbmungal	23547266	RT @TheDohertyInst: Doherty Institute scientists first to grow and share novel #coronavirus. Announcement here: @Un…		Orlando, FL	Thu Jan 30 23:59:55 +0000 2020	
1831	Manofpans4	585260752	RT @GlennKesslerWP: Four Pinocchios --&gt; Trump’s bogus effort to blame Obama for sluggish coronavirus testing 			Fri Mar 06 14:29:57 +0000 2020	
1832	petcrierbonanza	3348396275	RT @guardian: Chinese city plans to build coronavirus hospital in six days 			Fri Jan 24 15:59:59 +0000 2020	
1833	jorbog	933574381552336897	RT @Hooverr: i think i found what started the coronavirus 		Somewhere in Antarctica probably XD	Fri Jan 24 15:59:59 +0000 2020	
1834	ginnyredshadowh	3224898297	RT @folha: Estados Unidos confirmam segundo caso de coronavírus e 50 suspeitos 		Fortaleza, Brasil	Fri Jan 24 15:59:59 +0000 2020	
1835	jellohot	117940752	RT @ActualidadRT: Confirman un segundo caso de coronavirus en EE.UU. y monitorean a otros 63 posibles infectados 		guadalajara, jalisco, mexico	Fri Jan 24 15:59:59 +0000 2020	
1836	DanOBGYN	378844779	Disturbing footage emerging purporting people collapsing due to the coronavirus. 			Fri Jan 24 15:59:59 +0000 2020	
1837	VladoRguezC	858618160756424705	China planea construir un hospital en diez días para hacer frente al coronavirus  		Caracas, Venezuela	Fri Jan 24 15:59:59 +0000 2020	
1838	Math_Meyzh	952918117700788226	RT @Naiman_e: #Coronavirus y #Aliexpress según Los Simpsons 😅 		Bled	Fri Jan 24 15:59:59 +0000 2020	
1839	rattanaphon787	1058664103860875264	RT @airlivenet: A Chinese army medical team has departed Shanghai to #WuhanCoronovirus to deal with the outbreak of the Coronavirus  		VTBD	Fri Jan 24 15:59:59 +0000 2020	
1840	bestdisneyhacks	1135940234485456896	RT @milestomemories: Shanghai Disneyland Shutters Due to Virus, Hong Kong Takes Precautions &amp; The Economic Impact on Disney - 			Fri Jan 24 15:59:59 +0000 2020	
1841	sharonkgilbert	44389414	CDC confirms second US case of coronavirus and is monitoring 63 other possible infections 		Southwest Missouri	Fri Jan 24 15:59:59 +0000 2020	
1842	herecomesthelua	1108137331058458625	RT @988Patrick: It’s not a joke . Share guys and stay safe #coronavirus 			Fri Jan 24 15:59:58 +0000 2020	
1843	JDoaim	711881270	At least 63 potential cases are under investigation in 22 states, and 11 were confirmed negative, Messonnier said.… 			Fri Jan 24 15:59:58 +0000 2020	
1844	sandoly	43730427	"RT @EmilyZFeng: This headline. Only in China.

Q: ""What did you do this weekend?""
A: ""Built an ENTIRE HOSPITAL."" 
"		Hungary	Fri Jan 24 15:59:58 +0000 2020	
1845	CesarMorenoH	82750524	RT @MundoClarin: Coronavirus, gripe aviar y SARS: por qué China es el epicentro de misteriosas nuevas enfermedades 		BOGOTA	Fri Jan 24 15:59:58 +0000 2020	
1846	theportcitynews	900872600217427968	Coronavirus: Parents abandon kids at China airport 		Portharcourt 	Fri Jan 24 15:59:58 +0000 2020	
1847	GOmasumi1	609813993	RT @business: BREAKING: CDC confirms second case of the coronavirus in the U.S. 		日出所のぱらいそ(帝都下、第2東京市) 	Fri Jan 24 15:59:58 +0000 2020	
1848	suhpporter	1203032516078243840	RT @988Patrick: It’s not a joke . Share guys and stay safe #coronavirus 		She/her 	Fri Jan 24 15:59:58 +0000 2020	
1849	burning_rozes	1190376578762588160	RT @Hooverr: i think i found what started the coronavirus 			Fri Jan 24 15:59:57 +0000 2020	
1850	MissyVirus	2483763444	RT @988Patrick: It’s not a joke . Share guys and stay safe #coronavirus 		Republic of the Philippines	Fri Jan 24 15:59:57 +0000 2020	
1851	bygoldnhunni	877558388384772097	RT @988Patrick: It’s not a joke . Share guys and stay safe #coronavirus 		instagram | @goldnhunni	Fri Jan 24 15:59:57 +0000 2020	
1852	idz_madi	1115895187	RT @siwuol_: rt to save life #coronavirus 		Kajang, Selangor	Fri Jan 24 15:59:57 +0000 2020	
1853	ssoxix	2997605320	RT @siwuol_: rt to save life #coronavirus 		arouf partout mm ds ton trou	Fri Jan 24 15:59:57 +0000 2020	
1854	acetrainertoken	732938302152712193	RT @siwuol_: rt to save life #coronavirus 		Ohio, USA	Fri Jan 24 15:59:57 +0000 2020	
1855	YourMorning	737662502553722881	RT @CTVNews: CDC confirms second U.S. coronavirus case in Chicago  		Canada	Fri Jan 24 15:59:57 +0000 2020	
1856	npsgirl	14881820	"@Reuters ""Immune function is reduced by electromagnetic waves. A new type of corona-virus detected = unexplained pn… "	1652541.0	New York	Fri Jan 24 15:59:57 +0000 2020	
1857	hauntedgaga	3031663572	RT @siwuol_: rt to save life #coronavirus 			Fri Jan 24 15:59:56 +0000 2020	
1858	meawwaem13	886505004420300801	RT @magkinju: Welcome coronavirus to Thailand edok #Wuhan #coronavirus #ไวรัสโคโรนา 		Amphoe San Pa Tong, Changwat Chiang Mai	Fri Jan 24 15:59:56 +0000 2020	
1859	rankstr	470929874	NBC News: Another coronavirus case has been confirmed in the U.S., this time in Chicago...  			Fri Jan 24 15:59:56 +0000 2020	
1860	LilaAzucena	132306920	RT @Cooperativa: [Fotos] En 10 días: La impresionante construcción de hospital en China por el coronavirus #LaCooperativa 		Asuncion, Paraguay	Fri Jan 24 15:59:56 +0000 2020	
1861	KOINNews	18228178	Chicago woman 2nd confirmed case of coronavirus in US   		Portland, Oregon	Fri Jan 24 15:59:56 +0000 2020	
1862	sextaNoticias	82084630	Se confirma el segundo caso de contagio de coronavirus en Estados Unidos 			Fri Jan 24 15:59:56 +0000 2020	
1863	sosaasam	1096438380	RT @988Patrick: It’s not a joke . Share guys and stay safe #coronavirus 		Valparaíso, Zacatecas	Fri Jan 24 15:59:56 +0000 2020	
1864	LyzkSpmc	3321215886	RT @LamYikFei: Hong Kong’s first Wuhan coronavirus patient. 22-1-2020. 			Fri Jan 24 15:59:55 +0000 2020	
1865	yoLuqman	828383606	RT @fyaaz: this is the reason why new diseases like the #coronavirus are gonna emerge from whre else! 🤢 		Earth Core	Fri Jan 24 15:59:55 +0000 2020	
1866	OPCmxVsAmlo	1169293677887279105	@HDURANG 	97675005.0	En la Travesía Existencial 	Fri Jan 24 15:59:55 +0000 2020	
1867	LetiziaMoz	197293431	"En 10 días!! 😱Otro nivel! ¡nivel asiático! ¡trabajando como Chino!
#CoronavirusChino
#coronavirus
#Wuhan "		En mi casa	Fri Jan 24 15:59:55 +0000 2020	
1868	aleage	148055383	RT @AlbertoRodNews: ÚLTIMA HORA | Confirman segundo caso de coronavirus en EEUU: monitorean a otros 63 posibles infectados 		venezuela	Fri Jan 24 15:59:55 +0000 2020	
1869	featurestory	19273804	"RT @ollybarratt: @nabil_ahmed5 And @featurestory's @WanjohiColetta reporting on #Coronavirus from #Ethiopia:

"		Washington DC	Fri Jan 24 15:59:55 +0000 2020	
1870	nowaybutuap	814988551448195072	RT @QuickTake: #Coronavirus explained: Here's what you should know 		neverland	Fri Jan 24 15:59:55 +0000 2020	
1871	servant_777	1175651759739547648	RT @DewsNewz: Coronavirus Outbreak Going Worldwide 		Minnesota.	Fri Jan 24 15:59:54 +0000 2020	
1872	El_Clarinete	279654413	China construirá en 10 días un hospital para atender a pacientes de coronavirus #salud 		Aguascalientes, México	Fri Jan 24 15:59:54 +0000 2020	
1873	CaMaSk	180392529	RT @cnnbrk: A Chicago woman in her 60s is confirmed to have the second identified US case of the Wuhan coronavirus, the CDC says 		Calera, Alabama	Fri Jan 24 15:59:54 +0000 2020	
1874	AkariIto4	1214909003316125697	RT @MailOnline: China spent first few days of #CoronavirusOutbreak ARRESTING people for spreading 'rumours' that SARS had returned 		Japan	Fri Jan 24 15:59:54 +0000 2020	
1875	yxnsg7	733520572345290757	RT @siwuol_: rt to save life #coronavirus 			Fri Jan 24 15:59:54 +0000 2020	
1876	reneenicolegray	14189654	RT @cnnbrk: A Chicago woman in her 60s is confirmed to have the second identified US case of the Wuhan coronavirus, the CDC says 		NYC	Fri Jan 24 15:59:54 +0000 2020	
1877	WhittierNews	19414861	LAX among 3 U.S. airports to check passengers for a deadly Chinese coronavirus 		Whittier, Calif.	Fri Jan 17 23:59:42 +0000 2020	
1878	nationalpost	14216661	Coronavirus: Will there be another SARS-like outbreak? 		Canada	Fri Jan 17 23:59:32 +0000 2020	
1879	orozcocubillos	2617465802	"RT @CHVNoticias: #CHVNoticias | Alerta a nivel mundial luego que China confirmara una segunda muerte por coronavirus

"			Fri Jan 17 23:59:23 +0000 2020	
1880	APHealth1	1421187667	Infection Control - US to Screen Airline Passengers from China for New Illness: #coronavirus			Fri Jan 17 23:59:10 +0000 2020	
1881	Glass1ncision	977449884	#Travelers use precautions. #CDC announced mysterious viral outbreak linked to Wuhan #China two have died. This is… 		۰•● ❤ ●•۰	Fri Jan 17 23:59:08 +0000 2020	
1882	sergio92720565	1141897362127970305	"RT @CHVNoticias: #CHVNoticias | Alerta a nivel mundial luego que China confirmara una segunda muerte por coronavirus

"			Fri Jan 17 23:59:02 +0000 2020	
1883	IlindelatorreMD	17943376	"Alerta Epidemiológica: nuevo coronavirus (nCoV)

La OMS ha preparado un paquete técnico para informar y apoyar a lo… "		Samborondón 𖦸 Ecuador 	Fri Jan 17 23:59:02 +0000 2020	
1884	mrcesarlopez	627798694	RT @maibortpetit: Tres aeropuertos estadounidenses comenzarán a hacer exámenes a pasajeros chinos que podrían portar el coronavirus 			Fri Jan 17 23:58:44 +0000 2020	
1885	IDRACKPakistan	3236942364	@ImranKhanPTI @SaniaNishtar A report by @imperialcollege @MRC_Outbreak today on the new Coronavirus. One case each… 	3236942364.0	Singapore	Fri Jan 17 23:58:33 +0000 2020	
1886	CHVNoticias	51326671	#CHVNoticias | Alerta a nivel mundial luego que China confirmara una segunda muerte por coronavirus… 		Santiago, Chile	Fri Jan 17 23:58:29 +0000 2020	
1887	viralizeed_es	743806810008748032	Noticia más #viral ahora (AR): Tres aeropuertos estadounidenses comenzarán a hacer exámenes a pasajeros c.. 			Fri Jan 17 23:58:18 +0000 2020	
1888	ladailynews	5513142	LAX among 3 U.S. airports to check passengers for a deadly Chinese coronavirus 		Woodland Hills, Calif.	Fri Jan 17 23:58:01 +0000 2020	
1889	German05Ramirez	790439281	RT @maibortpetit: Tres aeropuertos estadounidenses comenzarán a hacer exámenes a pasajeros chinos que podrían portar el coronavirus 			Fri Jan 17 23:57:54 +0000 2020	
1890	Greys_Fuentes_	2941591276	RT @maibortpetit: Tres aeropuertos estadounidenses comenzarán a hacer exámenes a pasajeros chinos que podrían portar el coronavirus 			Fri Jan 17 23:57:41 +0000 2020	
1891	wakeuprichmond	1148788797359841280	"RT @GlenwoodNate: nCoV(the new coronavirus, like SARS) has spread to Japan.

"			Fri Jan 17 23:57:27 +0000 2020	
1892	RedlandsNews	48791466	LAX among 3 U.S. airports to check passengers for a deadly Chinese coronavirus 		Redlands, CA	Fri Jan 17 23:57:03 +0000 2020	
1893	cnve24	461222642	"¡Qué peligro! #EEUU toma medidas en aeropuertos ante brote de coronavirus 
#17Ene

"		Caracas, Venezuela	Fri Jan 17 23:57:02 +0000 2020	
1894	SCCMPresident	2342768816	There appress to be a new coronavirus from China leading to severe infection and some deaths.  CDC starting screeni… 		Chicago, IL	Fri Jan 17 23:57:00 +0000 2020	
1895	nadia_ab	103475177	"RT @501Awani: Thailand kesan coronavirus kedua daripada pelancong kedua China

#AWANInews #FajarAWANI "		No where.	Fri Jan 17 23:56:58 +0000 2020	
1896	HelenHu90069822	998034431817408513	RT @niubi: U.S. to begin airport screening for new China virus as concerns grow 		New South Wales, Australia	Fri Jan 17 23:56:38 +0000 2020	
1897	d_chosen_juan	1024991814221148161	Three U.S. Airports to Check Passengers for a Deadly Chinese Coronavirus 		United States	Fri Jan 17 23:56:28 +0000 2020	
1898	LaHogueraMx	896659679148822528	TODO PUDO HABER SURGIDO DE UN MERCADO DE MARISCOS. La OMS dio a conocer algunos aspectos de este nuevo coronavirus… 			Fri Jan 17 23:56:10 +0000 2020	
1899	airnation	45556215	China identifies virus in Wuhan outbreak via @SCMPNews			Fri Jan 17 23:56:07 +0000 2020	
1900	LiVMery	853327783	RT @maibortpetit: Tres aeropuertos estadounidenses comenzarán a hacer exámenes a pasajeros chinos que podrían portar el coronavirus 			Fri Jan 17 23:55:42 +0000 2020	
1901	EvaSiu21	907419378961940480	"RT @GlenwoodNate: nCoV(the new coronavirus, like SARS) has spread to Japan.

"			Fri Jan 17 23:55:20 +0000 2020	
1902	benitez_maryann	2781994502	My take: China should have more stringent fever screening checks at all their airports and ports,esp out out of Wuh… 		Hong Kong	Fri Jan 17 23:54:56 +0000 2020	
1903	thelonelypigwig	1181284277788397568	RT @YatesDCIA: Visiting China may be hazardous to your health... =&gt; Three U.S. Airports to Screen Passengers for Chinese Coronavirus 			Fri Jan 17 23:54:55 +0000 2020	
1904	Jothehkgirl	1169398236404043776	RT @YatesDCIA: Visiting China may be hazardous to your health... =&gt; Three U.S. Airports to Screen Passengers for Chinese Coronavirus 		香港	Fri Jan 17 23:54:43 +0000 2020	
1905	lucykelly1950	406432085	RT @maibortpetit: Tres aeropuertos estadounidenses comenzarán a hacer exámenes a pasajeros chinos que podrían portar el coronavirus 			Fri Jan 17 23:54:42 +0000 2020	
1906	carlosvlozano	1480484899	Coronavirus screenings to begin at LAX, two other U.S. airports amid outbreak in China 		los angeles, ca.	Fri Jan 17 23:54:21 +0000 2020	
1907	CathyCeekay	4245704895	As they should...we don't need some new #virus #coronavirus #WuhanPneumonia #WuhanSARS #China 		Pittsburgh, PA	Fri Jan 17 23:53:53 +0000 2020	
1908	exploreMeraki	1187324790262128640	#Travel Three U.S. airports to screen passengers for Chinese coronavirus 		SultanMeraki.com	Fri Jan 17 23:53:14 +0000 2020	
1909	airnation	45556215				Fri Jan 17 23:52:48 +0000 2020	
1910	Matt91516698	1126267857283608576	RT @AlvaroSmith_: Three U.S. Airports to Screen Passengers for Chinese Coronavirus 			Fri Jan 17 23:52:34 +0000 2020	
1911	johnhand9	951278052	CDC To Screen For New Strain Of Coronavirus At 3 U.S. Airports 		United States, NYC	Fri Jan 17 23:51:45 +0000 2020	
1912	airnation	45556215	"Good action better be safe than sorry #Canada should do the same 
#Travel "			Fri Jan 17 23:51:11 +0000 2020	
1913	PenguinSix	1429751	Three U.S. Airports to Check Passengers for a Deadly Chinese Coronavirus - The New York Times 		Hong Kong	Fri Jan 17 23:51:07 +0000 2020	
1914	albanyradio44	3437639543	Tres aeropuertos estadounidenses comenzarán a hacer exámenes a pasajeros chinos que podrían portar el coronavirus 			Fri Jan 17 23:51:03 +0000 2020	
1915	LibraAlvin	1087361179997986816	RT @BoycottHegemony: U.S. to begin airport screening for new China virus as concerns grow 		Makati City	Fri Jan 17 23:50:53 +0000 2020	
1916	THP_Tweetz	207162357	"They should have the antivaxxers meet them at the airport 

 WHO issues warning after 'mysterious' Chinese coronavi… "		Somewhere in this house	Fri Jan 17 23:50:43 +0000 2020	
1917	VetsUnitedMarch	841445554097917952			St Louis, MO	Fri Jan 17 23:50:36 +0000 2020	
1918	RAKIMisdaGOAT	1738703678	RT @Forbes: 			Fri Jan 17 23:50:27 +0000 2020	
1919	eTravelAlerts	392978157	🇺🇸 #USA: Passengers travelling to the United States from the Chinese city of Wuhan will undergo health screenings f… 		Worldwide	Fri Jan 17 23:50:09 +0000 2020	
1920	hollyanngirl63	4680017292	#Alert #coronavirus #2019nCoV... #DTW not on list but Flights from #China fly via #DetroitMetroAirport 🚨✈️🚨 		Michigan✈Vermont✈Florida USA	Fri Jan 17 23:49:52 +0000 2020	
1921	obedbasendo	2289253961	Pour tenter d'arrêter la propagation du coronavirus. 		Kinshasa, RDC	Wed Mar 11 08:29:58 +0000 2020	
1922	ContraportadaD	1064759037781336064	Identificados, dos probables casos de coronavirus en México: AMLO 			Wed Jan 22 15:59:59 +0000 2020	
1923	howiecohen	27242914	No, you're thinking of Wu-Tang Clan. Wuhan Coronavirus is the catchphrase from the popular animated show Rick and M… 		Snoqualmie , WA	Wed Jan 22 15:59:59 +0000 2020	
1924	AtomosNews	976870653323370502	"#Atención

➡️El presidente confirmó un posible caso de Coronavirus en Tamaulipas; se trata de un profesor de 57 año… "		Zacatecas, México	Wed Jan 22 15:59:58 +0000 2020	
1925	WLFT30	352406585			Baker, Louisiana	Wed Jan 22 15:59:58 +0000 2020	
1926	MicrobesInfect	313054802	"The death toll from the #Wuhan #nCoV #coronavirus has risen to 17, with 509 infected, says China.

@WHO will conven… "		Paris, France	Wed Jan 22 15:59:58 +0000 2020	
1927	Sarah74520	2456346414	"Je déteste le genre de tweet qui commence par la connerie «  les athée vous expliquez ça comment gneu gneu » 
Un me… "		Lyon / Genève 	Wed Jan 22 15:59:58 +0000 2020	
1928	MarianneLidell	988515988818857985	"RT @RenovaMidia: O número de mortes confirmadas na cidade de #Wuhan devido a um novo coronavírus detectado na #China subiu para 17.

"			Wed Jan 22 15:59:58 +0000 2020	
1929	ColanKraye	197799495	"I mean why would you do that??? 🤔
"			Wed Jan 22 15:59:58 +0000 2020	
1930	Im_Liichi	2877915375	RT @Eden1278: good luck everyone #coronavirus 		England.exe	Wed Jan 22 15:59:58 +0000 2020	
1931	LAnEr022	156425408	Muchas gracias IPN 			Wed Jan 22 15:59:57 +0000 2020	
1932	patph81	14115345	"RT @philredcross: Here's what you need to know about #Coronavirus.

Be informed. Tell your friends and family. "		Laguna	Wed Jan 22 15:59:57 +0000 2020	
1933	Dev_Gein29	107818967	RT @CCNews__: Ya detectaron el primer caso de #coronavirus en Estados Unidos. 		Querétaro, Querétaro Arteaga	Wed Jan 22 15:59:56 +0000 2020	
1934	kellyy_wu	1226223812	RT @cnni: Cases of the new Wuhan coronavirus have now been confirmed in China, Taiwan, Thailand, Japan and South Korea. 		my hometown	Wed Jan 22 15:59:55 +0000 2020	
1935	GabrielaGuacara	2395764257	RT @CNNEE: AMLO: Descartamos un caso de coronavirus; otro está en observación 			Wed Jan 22 15:59:55 +0000 2020	
1936	ilivetotravel	19164119	The coronavirus outbreak in #China is deeply concerning.  Authoritarian regimes opt first for self-protection and t… 		ÜT: 33.637119,-84.431917	Wed Jan 22 15:59:55 +0000 2020	
1937	SunbeamGardene1	1179384892456624132	RT @nycjim: China officials now say 17 people are dead from #coronavirus. 		Armpit Texas	Wed Jan 22 15:59:54 +0000 2020	
1938	J_Zamacona	126359578	RT @NTelevisa_com: #ÚLTIMAHORA El posible caso de #coronavirus se registra en Tamaulipas. Uno más fue descartado.  		Mexico	Wed Jan 22 15:59:53 +0000 2020	
1939	Banda_Mastaro	111111548	Profesor del IPN que viajó a China, posible portador de CORONAVIRUS en México 		Tetelcingo, Cuautla Morelos	Wed Jan 22 15:59:53 +0000 2020	
1940	cseh_andreas	1117089766451896320	RT @iflickerman: China #coronavirus: death toll doubles as Hong Kong reports its first cases 		Malibu, CA	Wed Jan 22 15:59:53 +0000 2020	
1941	TomasTheGod	372940116	Profesor del IPN que viajó a China, posible portador de coronavirus en México 		Indianapolis, IN	Wed Jan 22 15:59:52 +0000 2020	
1942	DyanLondon444	2474500518	Chinese health officials confirmed that the pneumonialike virus came from wild animals sold at a market in Wuhan, t… 		calgal	Wed Jan 22 15:59:52 +0000 2020	
1943	XxMauUribexX	2661126978	Profesor del IPN que viajó a China, posible portador de coronavirus en México 			Wed Jan 22 15:59:51 +0000 2020	
1944	NotireyMx	2525282533	#Tamaulipas ProtocolodeBioseguridad#Coronavirus 		Reynosa, Tamaulipas, México	Wed Jan 22 15:59:51 +0000 2020	
1945	formarprevenir	419428981	El coronavirus de Wuhan se ha convertido en una preocupación mundial. Ya hay casos en Tailandia, Corea del Sur y Ja… 		Alicante	Wed Jan 22 15:59:51 +0000 2020	
1946	fmunozj	15310923	Insisto, lo del #Coronavirus se va a volver como el caso que tuvimos con lo de la influencia de los puercos (no rec… 		Monterrey, NL	Wed Jan 22 15:59:51 +0000 2020	
1947	desertgardens	65586007	RT @dpa_intl: MORE: Number of coronavirus dead in China nearly doubles to 17 		My location? Like I'd tell you	Wed Jan 22 15:59:50 +0000 2020	
1948	baguiroman	732282212	RT @JefeGorgoryMx: Previniendo el #coronavirus con antibióticos y vitaminas. 		Mexico, ME	Wed Jan 22 15:59:50 +0000 2020	
1949	Bam_Bam_AF	704429677	"Profesor del IPN que VIAJÓ a China, posible
portador de CORONAVIRUS en México "		 Puebla, México.	Wed Jan 22 15:59:49 +0000 2020	
1950	SandySavinon	213848364	"RT @EfectoGL: Aumenta el número de muertos y contagiados por coronavirus y se teme mayor propagación
 "		República Dominicana	Wed Jan 22 15:59:49 +0000 2020	
1951	Nirvielma	1062410659	RT @El_Universal_Mx: #ÚltimaHora 🚨 Identificados, dos probables casos de coronavirus en México: AMLO 		Mexico	Wed Jan 22 15:59:49 +0000 2020	
1952	herrantedlavida	807299770704236545	RT @elmemofm: Un posible caso de #coronavirus en Tamaulipas. 			Wed Jan 22 15:59:48 +0000 2020	
1953	MastrDobbington	312909768	@PhillyD #Coronavirus 	6351572.0		Wed Jan 22 15:59:48 +0000 2020	
1954	TEONORIEGA	253249698	"Fuente: Telemundo
CHINA
Todo lo que hay que saber sobre el coronavirus

Se han reportado hasta el momento nueve mue… "		Austin TX. 	Wed Jan 22 15:59:47 +0000 2020	
1955	DoomedChaosky	389701521	RT @Eden1278: good luck everyone #coronavirus 			Wed Jan 22 15:59:47 +0000 2020	
1956	SilesJuarez	1108222932046745600	@letymaldo @lopezobrador_ Agrega q tomo 40milmill del fondo de catástrofes de salud🙄, dios o el universo nos protej… 	152032716.0	cdmx	Wed Jan 22 15:59:47 +0000 2020	
1957	CorteCircuitoTV	2749420137	Global pandemic, here we come? Deadly Chinese coronavirus arrives in US as Russia, India &amp; others boost border scre… 		Glendale, CA	Wed Jan 22 15:59:47 +0000 2020	
1958	sonshyne323	883512536	Death toll from Chinese coronavirus outbreak nearly doubles #Topbuzz 		Los Angeles, CA	Wed Jan 22 15:59:47 +0000 2020	
1959	ANCALERTS	44728980	China virus deaths rise to 17, heightening global alarm #nCoV #coronavirus 		Philippines	Wed Jan 22 15:59:47 +0000 2020	
1960	My_name_dont_fi	3327498462	RT @Eden1278: good luck everyone #coronavirus 			Wed Jan 22 15:59:47 +0000 2020	
1961	gaabzx	926821146531586049	nao consigo ouvir coronavírus sem lembrar da cerveja corona 			Tue Jan 21 23:59:57 +0000 2020	
1962	OkieStateFan12	29068389	"RT @trumptrain1111: BEWARE!

THE CHINA VIRUS HAS LANDED IN US!

CDC Confirms First U.S. Case of Deadly China Virus
#trumptrain1111 "		Tulsa, OK	Tue Jan 21 23:59:56 +0000 2020	
1963	AltRickHunter	51905339	RT @MaMechecastro74: OMS hace recomendaciones sobre pacientes con coronavirus | El Comercio 		Quito - Ecuador	Tue Jan 21 23:59:56 +0000 2020	
1964	USAtime2Unite	825127717418864640	"RT @trumptrain1111: BEWARE!

THE CHINA VIRUS HAS LANDED IN US!

CDC Confirms First U.S. Case of Deadly China Virus
#trumptrain1111 "		United States	Tue Jan 21 23:59:55 +0000 2020	
1965	EverettBroady1	36098816	First U.S. case of deadly coronavirus confirmed; Atlanta airport to begin screening passengers 		Stone Mountain, Georgia	Tue Jan 21 23:59:54 +0000 2020	
1966	VictorHOvandoG1	1124122529994555392	"RT @Radio_Formula: ¿Lo predijeron Los Simpson? No sólo el #coronavirus llegó a América: ¡también los #memes!

➡️ ht…"		Mexico	Tue Jan 21 23:59:51 +0000 2020	
1967	l_oshman	2853182162	@fly2ohare now screening for #coronavirus in #Chicago. If fever + lower respiratory sx (cough, dyspnea) + travel to… 	415683367.0	Chicago	Tue Jan 21 23:59:49 +0000 2020	
1968	leiverttt	2598330110	RT @caffeinatedesi: WWIII, climate change, and the #coronavirus coming together to ruin 2020 			Tue Jan 21 23:59:49 +0000 2020	
1969	sfranschz	184563334	"RT @AristeguiOnline: EU confirma primer caso de coronavirus proveniente de China
"			Tue Jan 21 23:59:49 +0000 2020	
1970	Thatsworrisome	765698894365720577	RT @BreitbartTexas: CBP Enacts ‘Enhanced Health Screening’ as Chinese Coronavirus Comes to U.S. via @BreitbartTexas		Glen of🥀The War of The Roses	Tue Jan 21 23:59:49 +0000 2020	
1971	mateus_ananias	40889857	RT @ActualidadRT: Corea del Norte suspende la entrada de turistas extranjeros por temor al coronavirus 			Tue Jan 21 23:59:49 +0000 2020	
1972	brais_brandariz	2585214766	RT @AFPespanol: #ÚLTIMAHORA EEUU registra primer caso del coronavirus chino cerca de Seattle #AFP 		Hogwarts	Tue Jan 21 23:59:48 +0000 2020	
1973	ErikaSCZ	3092138353	"RT @AristeguiOnline: EU confirma primer caso de coronavirus proveniente de China
"			Tue Jan 21 23:59:46 +0000 2020	
